,Unnamed: 0,Rkr,Player,Age,Pos,Date,Tmr,Unnamed: 8,Opp,Unnamed: 10,PTS,GSr,MPr,FG,FGA,FG%,2Pr,2PA,2P%,3Pr,3PA,3P%,FTr,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PFr,GmSc,BPM
937,937,802,Jrue Holiday,30-363,G,2021-06-10*,MIL,,BRK,W,9,1,46,4,14,.286,3,10,.300,1,4,.250,0,0,,0,4,4,5,1,0,2,2,3.7,-3.9
938,938,803,Markus Howard,22-087,G,2021-05-29*,DEN,@,POR,L,9,0,27,3,14,.214,0,4,.000,3,10,.300,0,0,,1,2,3,1,0,0,0,1,2.0,-9.3
939,939,804,Markus Howard,22-090,G,2021-06-01*,DEN,,POR,W,9,0,16,3,6,.500,0,2,.000,3,4,.750,0,0,,0,1,1,0,0,0,0,3,5.1,0.7
940,940,805,Jaren Jackson,21-256,F,2021-05-29*,MEM,,UTA,L,9,1,27,3,11,.273,2,6,.333,1,5,.200,2,2,1.000,3,6,9,3,1,1,1,5,7.2,-3.1
941,941,806,Reggie Jackson,31-053,G,2021-06-08*,LAC,@,UTA,L,9,1,17,3,6,.500,0,1,.000,3,5,.600,0,0,,0,0,0,3,0,0,1,6,4.7,2.0
942,942,807,Luke Kennard,25-000,G,2021-06-24*,LAC,,PHO,W,9,0,21,3,7,.429,1,2,.500,2,5,.400,1,1,1.000,0,1,1,1,0,0,0,1,5.9,0.8
943,943,808,Romeo Langford,21-217,G,2021-05-30*,BOS,,BRK,L,9,1,26,2,6,.333,1,3,.333,1,3,.333,4,4,1.000,1,0,1,1,0,0,1,0,6.0,-6.5
944,944,809,Brook Lopez,33-107,C,2021-07-17*,MIL,@,PHO,W,9,1,29,4,6,.667,3,4,.750,1,2,.500,0,0,,0,6,6,0,0,0,3,2,4.4,-6.9
945,945,810,Terance Mann,24-245,G-F,2021-06-20*,LAC,@,PHO,L,9,1,27,3,4,.750,0,1,.000,3,3,1.000,0,0,,1,3,4,1,1,0,0,4,9.1,4.1
946,946,811,Boban Marjanović,32-291,C,2021-06-02*,DAL,@,LAC,W,9,1,20,3,6,.500,3,6,.500,0,0,,3,4,.750,2,5,7,0,0,0,1,3,6.3,-4.3
947,947,812,Paul Millsap,36-108,F,2021-05-29*,DEN,@,POR,L,9,0,14,3,7,.429,3,4,.750,0,3,.000,3,4,.750,3,3,6,2,0,1,0,0,10.0,11.8
948,948,813,Paul Millsap,36-117,F,2021-06-07*,DEN,@,PHO,L,9,0,13,4,6,.667,3,3,1.000,1,3,.333,0,1,.000,0,1,1,1,0,1,1,1,6.3,4.2
949,949,814,Marcus Morris,31-270,F,2021-05-30*,LAC,@,DAL,W,9,1,29,3,5,.600,2,3,.667,1,2,.500,2,2,1.000,0,8,8,2,0,0,0,3,9.3,5.6
950,950,815,Marcus Morris,31-265,F,2021-05-25*,LAC,,DAL,L,9,1,25,3,9,.333,1,4,.250,2,5,.400,1,2,.500,2,0,2,0,0,0,2,6,0.5,-14.5
951,951,816,Marcus Morris,31-279,F,2021-06-08*,LAC,@,UTA,L,9,1,33,4,14,.286,3,5,.600,1,9,.111,0,0,,2,1,3,1,1,1,1,2,3.1,-8.2
952,952,817,Kendrick Nunn,25-294,G,2021-05-24*,MIA,@,MIL,L,9,1,25,4,14,.286,3,9,.333,1,5,.200,0,0,,0,0,0,1,1,0,0,1,2.1,-11.1
953,953,818,Royce O'Neale,27-360,F,2021-05-31*,UTA,@,MEM,W,9,1,35,3,7,.429,0,2,.000,3,5,.600,0,0,,1,8,9,1,3,0,0,2,11.3,5.5
954,954,819,Jabari Parker,26-068,F,2021-05-22*,BOS,@,BRK,L,9,0,22,3,6,.500,2,4,.500,1,2,.500,2,2,1.000,0,4,4,1,0,1,1,1,7.2,3.4
955,955,820,Chris Paul,36-026,G,2021-06-01*,PHO,,LAL,W,9,1,23,3,9,.333,2,6,.333,1,3,.333,2,2,1.000,0,4,4,6,1,0,2,0,8.3,0.3
956,956,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
957,957,821,Cameron Payne,26-340,G,2021-07-14*,PHO,@,MIL,L,9,0,17,4,7,.571,3,4,.750,1,3,.333,0,1,.000,0,1,1,0,0,0,1,2,3.8,-4.4
958,958,822,Cameron Payne,26-307,G,2021-06-11*,PHO,@,DEN,W,9,0,17,4,7,.571,3,5,.600,1,2,.500,0,0,,0,1,1,3,2,0,2,1,7.7,5.0
959,959,823,Bobby Portis,26-157,F,2021-07-17*,MIL,@,PHO,W,9,0,19,3,6,.500,1,2,.500,2,4,.500,1,1,1.000,3,0,3,0,2,0,0,0,10.1,7.0
960,960,824,Kristaps Porziņģis,25-299,F-C,2021-05-28*,DAL,,LAC,L,9,1,34,3,10,.300,2,6,.333,1,4,.250,2,2,1.000,2,1,3,4,1,0,1,3,6.5,-4.1
961,961,825,Josh Richardson,27-252,G,2021-05-25*,DAL,@,LAC,W,9,0,19,2,4,.500,1,2,.500,1,2,.500,4,4,1.000,0,2,2,3,1,0,1,3,8.5,3.3
962,962,826,Austin Rivers,28-296,G,2021-05-24*,DEN,,POR,W,9,1,20,3,5,.600,1,2,.500,2,3,.667,1,2,.500,0,1,1,2,0,0,1,4,5.4,-1.9
963,963,827,Landry Shamet,24-086,G,2021-06-07*,BRK,,MIL,W,9,0,16,3,5,.600,0,0,,3,5,.600,0,0,,0,3,3,2,1,0,0,0,10.0,18.9
964,964,828,Landry Shamet,24-094,G,2021-06-15*,BRK,,MIL,W,9,0,28,3,5,.600,2,2,1.000,1,3,.333,2,2,1.000,0,2,2,2,1,0,1,3,7.5,1.0
965,965,829,Anfernee Simons,21-360,G,2021-06-03*,POR,,DEN,L,9,0,21,3,3,1.000,0,0,,3,3,1.000,0,0,,0,0,0,0,0,1,0,0,8.8,9.5
966,966,830,Ish Smith,32-332,G,2021-06-02*,WAS,@,PHI,L,9,0,26,4,8,.500,3,6,.500,1,2,.500,0,0,,0,4,4,2,1,0,2,4,5.0,-4.9
967,967,831,Jayson Tatum,23-083,F,2021-05-25*,BOS,@,BRK,L,9,1,21,3,12,.250,2,9,.222,1,3,.333,2,2,1.000,1,3,4,1,2,2,3,2,3.7,-7.1
968,968,832,Tristan Thompson,30-080,F-C,2021-06-01*,BOS,@,BRK,L,9,1,30,1,4,.250,1,4,.250,0,0,,7,8,.875,4,5,9,1,0,4,0,3,12.8,2.2
969,969,833,Lou Williams,34-213,G,2021-05-28*,ATL,,NYK,W,9,0,11,4,6,.667,3,4,.750,1,2,.500,0,0,,0,0,0,2,0,0,3,0,4.8,0.7
970,970,834,Lou Williams,34-230,G,2021-06-14*,ATL,,PHI,W,9,0,14,2,5,.400,1,3,.333,1,2,.500,4,4,1.000,0,2,2,0,1,0,0,1,7.5,10.4
971,971,835,Ivica Zubac,24-094,C,2021-06-20*,LAC,@,PHO,L,9,0,18,2,3,.667,2,3,.667,0,0,,5,6,.833,2,1,3,0,0,0,1,3,6.8,-5.2
972,972,836,Grayson Allen,25-235,G,2021-05-31*,MEM,,UTA,L,8,0,29,3,8,.375,1,1,1.000,2,7,.286,0,0,,0,3,3,0,1,1,0,3,5.0,-3.4
973,973,837,Carmelo Anthony,37-003,F,2021-06-01*,POR,@,DEN,L,8,0,30,3,11,.273,1,2,.500,2,9,.222,0,0,,0,4,4,3,0,0,2,4,1.2,-10.6
974,974,838,Trevor Ariza,35-326,F,2021-05-22*,MIA,@,MIL,L,8,1,38,3,8,.375,1,2,.500,2,6,.333,0,0,,1,11,12,1,1,1,1,4,7.4,0.7
975,975,839,Deandre Ayton,22-313,C,2021-06-01*,PHO,,LAL,W,8,1,27,2,3,.667,2,3,.667,0,0,,4,6,.667,2,5,7,2,0,0,0,2,9.4,2.4
976,976,840,Deandre Ayton,22-315,C,2021-06-03*,PHO,@,LAL,W,8,1,32,3,4,.750,3,4,.750,0,0,,2,2,1.000,0,3,3,1,0,0,0,1,7.6,-1.5
977,977,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
978,978,841,Desmond Bane,22-332,G,2021-05-23*,MEM,@,UTA,W,8,0,18,3,4,.750,1,1,1.000,2,3,.667,0,0,,1,3,4,1,0,0,1,0,7.7,7.1
979,979,842,Nicolas Batum,32-165,F-G,2021-05-28*,LAC,@,DAL,W,8,0,27,3,5,.600,3,3,1.000,0,2,.000,2,2,1.000,1,5,6,2,0,0,0,0,9.3,2.8
980,980,843,Dāvis Bertāns,28-198,F,2021-05-29*,WAS,,PHI,L,8,1,31,2,6,.333,1,1,1.000,1,5,.200,3,3,1.000,0,0,0,0,1,0,1,2,3.8,-6.8
981,981,844,Patrick Beverley,32-347,G,2021-06-24*,LAC,,PHO,W,8,1,27,3,8,.375,1,2,.500,2,6,.333,0,0,,2,4,6,1,1,1,0,2,7.8,3.0
982,982,845,Bogdan Bogdanović,28-311,G,2021-06-25*,ATL,@,MIL,L,8,1,18,3,6,.500,1,2,.500,2,4,.500,0,0,,0,0,0,4,1,0,0,3,7.6,8.7
983,983,846,Bogdan Bogdanović,28-313,G,2021-06-27*,ATL,,MIL,L,8,1,35,3,16,.188,1,6,.167,2,10,.200,0,0,,0,2,2,3,3,1,1,1,3.0,-7.2
984,984,847,Alec Burks,29-312,G,2021-05-28*,NYK,@,ATL,L,8,0,23,2,8,.250,1,3,.333,1,5,.200,3,3,1.000,0,2,2,2,0,0,2,0,3.2,-4.9
985,985,848,Facundo Campazzo,30-060,G,2021-05-22*,DEN,,POR,L,8,1,32,3,4,.750,1,1,1.000,2,3,.667,0,0,,2,1,3,5,2,1,1,3,12.1,6.6
986,986,849,Clint Capela,27-040,C,2021-06-27*,ATL,,MIL,L,8,1,28,4,7,.571,4,7,.571,0,0,,0,4,.000,6,5,11,2,1,1,1,3,9.7,-1.2
987,987,850,Clint Capela,27-024,C,2021-06-11*,ATL,,PHI,L,8,1,28,3,8,.375,3,8,.375,0,0,,2,4,.500,6,10,16,2,2,1,0,3,12.9,5.0
988,988,851,Jordan Clarkson,29-007,G,2021-06-14*,UTA,@,LAC,L,8,0,30,3,12,.250,1,4,.250,2,8,.250,0,0,,1,4,5,2,0,0,3,2,0.3,-12.6
989,989,852,John Collins,23-258,F,2021-06-08*,ATL,@,PHI,L,8,1,35,4,11,.364,4,10,.400,0,1,.000,0,0,,4,6,10,1,0,2,1,6,5.2,-6.5
990,990,853,Pat Connaughton,28-158,G,2021-06-13*,MIL,,BRK,W,8,0,22,2,5,.400,0,0,,2,5,.400,2,2,1.000,1,1,2,3,4,2,1,1,12.4,18.0
991,991,854,Pat Connaughton,28-186,G,2021-07-11*,MIL,,PHO,W,8,0,30,3,5,.600,1,1,1.000,2,4,.500,0,0,,0,3,3,4,0,0,0,1,9.0,5.9
992,992,855,Pat Connaughton,28-181,G,2021-07-06*,MIL,@,PHO,L,8,0,28,3,6,.500,1,2,.500,2,4,.500,0,0,,0,2,2,0,1,0,0,4,5.0,-0.7
993,993,856,Robert Covington,30-159,F-C,2021-05-22*,POR,@,DEN,W,8,1,34,3,5,.600,1,1,1.000,2,4,.500,0,0,,1,4,5,1,0,1,1,1,7.6,0.6
994,994,857,Torrey Craig,30-183,G-F,2021-06-20*,PHO,,LAC,W,8,0,15,3,5,.600,1,3,.333,2,2,1.000,0,0,,2,4,6,1,0,0,0,2,8.2,6.9
995,995,858,Jae Crowder,30-321,F,2021-05-23*,PHO,,LAL,W,8,1,29,3,10,.300,3,3,1.000,0,7,.000,2,2,1.000,0,4,4,3,1,0,2,3,3.3,-5.7
996,996,859,Jae Crowder,30-323,F,2021-05-25*,PHO,,LAL,L,8,1,29,2,8,.250,1,2,.500,1,6,.167,3,3,1.000,1,5,6,2,1,1,0,4,6.9,0.3
997,997,860,Goran Dragić,35-021,G,2021-05-27*,MIA,,MIL,L,8,1,29,3,14,.214,1,8,.125,2,6,.333,0,0,,0,1,1,2,3,1,0,4,3.2,-2.7
998,998,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
999,999,861,Joel Embiid,27-076,C,2021-05-31*,PHI,@,WAS,L,8,1,11,2,6,.333,2,4,.500,0,2,.000,4,4,1.000,0,6,6,2,1,0,1,1,7.4,8.8
1000,1000,862,Derrick Favors,29-320,F-C,2021-05-31*,UTA,@,MEM,W,8,0,16,4,5,.800,4,5,.800,0,0,,0,0,,3,2,5,0,0,0,0,1,8.4,3.4
1001,1001,863,Dorian Finney-Smith,28-026,F,2021-05-30*,DAL,,LAC,L,8,1,38,3,9,.333,1,4,.250,2,5,.400,0,0,,2,6,8,1,0,0,3,4,2.2,-6.5
1002,1002,864,Dorian Finney-Smith,28-029,F,2021-06-02*,DAL,@,LAC,W,8,1,40,2,9,.222,0,3,.000,2,6,.333,2,2,1.000,2,2,4,2,5,1,0,2,10.8,4.9
1003,1003,865,Bryn Forbes,27-337,G,2021-06-25*,MIL,,ATL,W,8,0,13,3,7,.429,1,1,1.000,2,6,.333,0,0,,0,1,1,0,0,0,0,2,3.8,-3.3
1004,1004,866,Daniel Gafford,22-244,F,2021-06-02*,WAS,@,PHI,L,8,1,29,3,4,.750,3,4,.750,0,0,,2,4,.500,1,6,7,0,2,2,2,5,7.5,-2.0
1005,1005,867,Aaron Gordon,25-270,F,2021-06-13*,DEN,,PHO,L,8,1,33,3,8,.375,3,7,.429,0,1,.000,2,2,1.000,1,5,6,4,1,0,3,3,5.4,-4.7
1006,1006,868,JaMychal Green,30-340,F,2021-05-27*,DEN,@,POR,W,8,0,17,3,5,.600,1,2,.500,2,3,.667,0,0,,2,3,5,0,0,0,0,1,7.6,4.6
1007,1007,869,Jeff Green,34-289,F,2021-06-13*,BRK,@,MIL,L,8,0,27,2,4,.500,1,2,.500,1,2,.500,3,4,.750,0,5,5,1,0,0,2,2,5.0,-2.4
1008,1008,870,Blake Griffin,32-089,F,2021-06-13*,BRK,@,MIL,L,8,1,25,3,8,.375,2,4,.500,1,4,.250,1,2,.500,1,4,5,3,1,0,0,1,7.8,3.3
1009,1009,871,Joe Harris,29-280,G,2021-06-13*,BRK,@,MIL,L,8,1,38,3,8,.375,1,2,.500,2,6,.333,0,0,,0,4,4,1,0,0,2,1,3.1,-5.3
1010,1010,872,Joe Harris,29-264,G,2021-05-28*,BRK,@,BOS,L,8,1,35,3,9,.333,1,2,.500,2,7,.286,0,0,,1,1,2,0,0,1,1,3,2.4,-8.4
1011,1011,873,Kevin Huerter,22-269,G,2021-05-23*,ATL,@,NYK,W,8,0,27,3,7,.429,2,3,.667,1,4,.250,1,1,1.000,0,4,4,1,1,2,0,1,8.2,3.0
1012,1012,874,Kevin Huerter,22-279,G,2021-06-02*,ATL,@,NYK,W,8,0,20,3,8,.375,1,2,.500,2,6,.333,0,0,,0,3,3,1,0,1,4,1,1.5,-6.3
1013,1013,875,Kevin Huerter,22-308,G,2021-07-01*,ATL,@,MIL,L,8,1,38,3,12,.250,1,5,.200,2,7,.286,0,0,,1,2,3,7,2,1,2,4,6.1,-4.3
1014,1014,876,Kevin Huerter,22-302,G,2021-06-25*,ATL,@,MIL,L,8,1,30,3,10,.300,1,5,.200,2,5,.400,0,0,,0,2,2,1,0,1,3,2,0.4,-9.6
1015,1015,877,Serge Ibaka,31-246,F-C,2021-05-22*,LAC,,DAL,L,8,0,13,2,5,.400,2,3,.667,0,2,.000,4,4,1.000,1,3,4,2,1,2,0,1,10.3,17.9
1016,1016,878,Andre Iguodala,37-121,G-F,2021-05-29*,MIA,,MIL,L,8,0,26,3,5,.600,1,2,.500,2,3,.667,0,0,,0,2,2,3,3,0,1,1,10.0,9.1
1017,1017,879,Joe Ingles,33-249,F-G,2021-06-08*,UTA,,LAC,W,8,1,32,3,12,.250,2,4,.500,1,8,.125,1,2,.500,0,3,3,7,0,0,1,3,4.0,-6.8
1018,1018,880,Cameron Johnson,25-127,F,2021-07-08*,PHO,,MIL,W,8,0,18,2,4,.500,0,0,,2,4,.500,2,2,1.000,1,2,3,2,0,0,0,2,7.9,7.7
1019,1019,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1020,1020,881,Luke Kennard,24-355,G,2021-06-14*,LAC,,UTA,W,8,0,12,3,5,.600,1,1,1.000,2,4,.500,0,0,,0,1,1,0,0,0,0,1,5.6,6.4
1021,1021,882,Furkan Korkmaz,23-327,G,2021-06-16*,PHI,,ATL,L,8,1,29,2,7,.286,1,2,.500,1,5,.200,3,5,.600,0,5,5,1,0,0,1,0,4.3,-6.0
1022,1022,883,Kyle Kuzma,25-307,F,2021-05-27*,LAL,,PHO,W,8,0,24,2,12,.167,0,4,.000,2,8,.250,2,2,1.000,3,7,10,3,0,0,0,1,6.3,0.7
1023,1023,884,Brook Lopez,33-098,C,2021-07-08*,MIL,@,PHO,L,8,1,28,4,10,.400,4,8,.500,0,2,.000,0,0,,3,6,9,0,2,2,0,2,9.1,-2.0
1024,1024,885,Brook Lopez,33-077,C,2021-06-17*,MIL,,BRK,W,8,1,30,4,9,.444,4,6,.667,0,3,.000,0,0,,3,2,5,0,0,3,1,1,6.7,-2.1
1025,1025,886,Terance Mann,24-219,G-F,2021-05-25*,LAC,,DAL,L,8,0,15,3,5,.600,3,5,.600,0,0,,2,2,1.000,3,2,5,0,0,0,1,2,6.6,-2.7
1026,1026,887,Terance Mann,24-247,G-F,2021-06-22*,LAC,@,PHO,L,8,0,19,3,5,.600,2,2,1.000,1,3,.333,1,2,.500,0,1,1,1,1,0,0,5,5.3,1.5
1027,1027,888,Wesley Matthews,34-225,G,2021-05-27*,LAL,,PHO,W,8,0,18,2,5,.400,0,1,.000,2,4,.500,2,2,1.000,0,0,0,0,0,0,0,2,4.5,3.0
1028,1028,889,Shake Milton,24-261,G,2021-06-14*,PHI,@,ATL,L,8,0,15,2,7,.286,1,5,.200,1,2,.500,3,3,1.000,0,0,0,3,0,0,1,1,4.6,-0.5
1029,1029,890,Marcus Morris,31-295,F,2021-06-24*,LAC,,PHO,W,8,0,24,2,4,.500,0,2,.000,2,2,1.000,2,2,1.000,0,5,5,1,1,0,1,2,7.4,4.0
1030,1030,891,Marcus Morris,31-281,F,2021-06-10*,LAC,@,UTA,L,8,1,37,4,11,.364,4,6,.667,0,5,.000,0,0,,2,8,10,3,0,1,0,1,8.1,-1.4
1031,1031,892,Monte Morris,25-334,G,2021-05-27*,DEN,@,POR,W,8,0,25,2,6,.333,1,4,.250,1,2,.500,3,5,.600,1,4,5,5,1,0,3,0,7.2,-2.2
1032,1032,893,Raul Neto,29-014,G,2021-06-02*,WAS,@,PHI,L,8,1,30,3,6,.500,1,3,.333,2,3,.667,0,0,,0,0,0,3,1,0,0,4,6.5,0.1
1033,1033,894,Georges Niang,27-343,F,2021-05-26*,UTA,,MEM,W,8,0,15,2,6,.333,0,2,.000,2,4,.500,2,2,1.000,0,0,0,1,0,0,1,3,3.1,-5.9
1034,1034,895,Royce O'Neale,28-003,F,2021-06-08*,UTA,,LAC,W,8,1,36,2,5,.400,2,2,1.000,0,3,.000,4,4,1.000,4,7,11,3,1,1,1,4,11.4,3.1
1035,1035,896,Royce O'Neale,28-005,F,2021-06-10*,UTA,,LAC,W,8,1,41,2,4,.500,1,1,1.000,1,3,.333,3,4,.750,0,3,3,3,0,0,0,4,7.0,2.2
1036,1036,897,Royce O'Neale,28-009,F,2021-06-14*,UTA,@,LAC,L,8,1,37,3,6,.500,1,2,.500,2,4,.500,0,0,,0,8,8,2,0,0,2,4,5.2,-2.2
1037,1037,898,Chris Paul,36-028,G,2021-06-03*,PHO,@,LAL,W,8,1,29,4,12,.333,4,9,.444,0,3,.000,0,0,,0,2,2,12,0,0,1,4,7.6,-8.3
1038,1038,899,Reggie Perry,21-078,F-C,2021-06-07*,BRK,,MIL,W,8,0,7,3,4,.750,1,1,1.000,2,3,.667,0,0,,1,1,2,0,0,0,2,1,5.0,9.3
1039,1039,900,Bobby Portis,26-101,F,2021-05-22*,MIL,,MIA,W,8,0,17,4,6,.667,4,5,.800,0,1,.000,0,1,.000,0,4,4,0,1,0,0,1,6.8,5.6
1040,1040,901,Bobby Portis,26-135,F,2021-06-25*,MIL,,ATL,W,8,0,18,3,7,.429,2,4,.500,1,3,.333,1,2,.500,0,3,3,1,1,1,1,0,6.2,0.8
1041,1041,902,Kristaps Porziņģis,25-304,F-C,2021-06-02*,DAL,@,LAC,W,8,1,30,3,6,.500,1,2,.500,2,4,.500,0,0,,2,4,6,0,0,0,0,3,6.4,-2.2
1042,1042,903,Dwight Powell,29-317,F-C,2021-06-02*,DAL,@,LAC,W,8,0,22,3,3,1.000,3,3,1.000,0,0,,2,2,1.000,3,4,7,2,1,0,1,5,9.8,6.3
1043,1043,904,Josh Richardson,27-249,G,2021-05-22*,DAL,@,LAC,W,8,0,17,3,5,.600,2,2,1.000,1,3,.333,1,1,1.000,0,3,3,0,0,0,1,1,5.2,-1.2
1044,1044,905,Austin Rivers,28-301,G,2021-05-29*,DEN,@,POR,L,8,1,24,2,5,.400,0,2,.000,2,3,.667,2,2,1.000,0,2,2,0,1,0,1,2,5.1,-3.7
1045,1045,906,Rajon Rondo,35-118,G,2021-06-20*,LAC,@,PHO,L,8,0,22,3,5,.600,1,3,.333,2,2,1.000,0,0,,1,2,3,7,1,0,0,0,12.9,11.0
1046,1046,907,Rajon Rondo,35-120,G,2021-06-22*,LAC,@,PHO,L,8,0,17,2,6,.333,0,2,.000,2,4,.500,2,2,1.000,0,3,3,4,0,0,0,1,7.9,6.1
1047,1047,908,Dario Šarić,27-062,F-C,2021-06-09*,PHO,,DEN,W,8,0,16,3,6,.500,1,3,.333,2,3,.667,0,0,,0,4,4,1,0,0,0,1,6.5,5.4
1048,1048,909,Dennis Schröder,27-257,G,2021-05-30*,LAL,,PHO,L,8,1,32,3,13,.231,1,7,.143,2,6,.333,0,0,,0,4,4,3,0,0,1,2,1.6,-8.6
1049,1049,910,Ben Simmons,24-331,G-F,2021-06-16*,PHI,,ATL,L,8,1,38,2,4,.500,2,4,.500,0,0,,4,14,.286,0,4,4,9,1,1,2,1,8.8,0.0
1050,1050,911,Matisse Thybulle,24-088,G,2021-05-31*,PHI,@,WAS,L,8,0,15,3,6,.500,1,1,1.000,2,5,.400,0,0,,0,1,1,0,1,0,1,1,4.9,2.2
1051,1051,912,Matisse Thybulle,24-108,G,2021-06-20*,PHI,,ATL,L,8,0,21,3,5,.600,2,3,.667,1,2,.500,1,2,.500,2,3,5,0,1,1,0,1,8.9,9.8
1052,1052,913,Obi Toppin,23-083,F,2021-05-26*,NYK,,ATL,W,8,0,12,2,4,.500,1,2,.500,1,2,.500,3,4,.750,0,3,3,0,0,1,2,2,4.4,3.9
1053,1053,914,P.J. Tucker,36-055,F,2021-06-29*,MIL,@,ATL,L,8,1,27,3,7,.429,1,2,.500,2,5,.400,0,0,,0,2,2,0,0,0,0,2,4.1,-2.9
1054,1054,915,Lou Williams,34-222,G,2021-06-06*,ATL,@,PHI,W,8,0,11,3,6,.500,1,2,.500,2,4,.500,0,0,,0,2,2,1,0,0,1,0,5.3,2.2
1055,1055,916,Lou Williams,34-227,G,2021-06-11*,ATL,,PHI,L,8,0,13,3,7,.429,3,7,.429,0,0,,2,2,1.000,0,1,1,3,1,0,0,0,7.7,9.5
1056,1056,917,Robert Williams,23-220,C-F,2021-05-25*,BOS,@,BRK,L,8,0,17,4,6,.667,4,6,.667,0,0,,0,0,,3,3,6,1,0,0,1,5,6.1,-5.2
1057,1057,918,Ivica Zubac,24-065,C,2021-05-22*,LAC,,DAL,L,8,1,19,4,5,.800,4,5,.800,0,0,,0,0,,2,1,3,0,0,0,0,2,7.0,-2.5
1058,1058,919,Ivica Zubac,24-088,C,2021-06-14*,LAC,,UTA,W,8,0,18,3,3,1.000,3,3,1.000,0,0,,2,4,.500,2,3,5,1,0,1,3,5,5.0,-4.7
1059,1059,920,Desmond Bane,22-340,G,2021-05-31*,MEM,,UTA,L,7,0,18,3,3,1.000,2,2,1.000,1,1,1.000,0,0,,0,3,3,2,1,1,0,3,8.9,11.6
1060,1060,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1061,1061,921,RJ Barrett,20-348,G-F,2021-05-28*,NYK,@,ATL,L,7,1,29,2,9,.222,1,4,.250,1,5,.200,2,2,1.000,1,3,4,3,1,1,1,2,5.1,-0.7
1062,1062,922,Nicolas Batum,32-178,F-G,2021-06-10*,LAC,@,UTA,L,7,0,27,2,4,.500,0,1,.000,2,3,.667,1,2,.500,0,3,3,2,2,1,0,2,8.8,8.6
1063,1063,923,Nicolas Batum,32-182,F-G,2021-06-14*,LAC,,UTA,W,7,1,32,2,8,.250,1,2,.500,1,6,.167,2,2,1.000,2,5,7,4,3,1,0,1,11.2,6.2
1064,1064,924,Patrick Beverley,32-335,G,2021-06-12*,LAC,,UTA,W,7,0,16,2,3,.667,2,3,.667,0,0,,3,3,1.000,0,2,2,1,0,0,0,3,5.8,1.6
1065,1065,925,Patrick Beverley,32-351,G,2021-06-28*,LAC,@,PHO,W,7,1,31,3,6,.500,2,2,1.000,1,4,.250,0,0,,0,5,5,1,1,1,0,4,6.3,0.1
1066,1066,926,Bogdan Bogdanović,28-304,G,2021-06-18*,ATL,,PHI,L,7,1,29,3,11,.273,2,5,.400,1,6,.167,0,2,.000,0,2,2,1,2,1,3,2,-0.1,-6.9
1067,1067,927,Mikal Bridges,24-318,G,2021-07-14*,PHO,@,MIL,L,7,1,26,3,4,.750,2,2,1.000,1,2,.500,0,0,,1,4,5,0,0,1,0,2,7.2,4.2
1068,1068,928,Mikal Bridges,24-324,G,2021-07-20*,PHO,@,MIL,L,7,1,39,3,7,.429,3,6,.500,0,1,.000,1,2,.500,1,5,6,2,2,0,0,4,6.9,-0.1
1069,1069,929,Bruce Brown,24-302,G,2021-06-13*,BRK,@,MIL,L,7,1,21,3,5,.600,3,4,.750,0,1,.000,1,2,.500,0,1,1,2,1,0,1,2,5.2,0.9
1070,1070,930,Jalen Brunson,24-272,G,2021-05-30*,DAL,,LAC,L,7,0,19,2,8,.250,1,4,.250,1,4,.250,2,2,1.000,2,2,4,3,0,0,0,0,6.3,5.3
1071,1071,931,Jalen Brunson,24-277,G,2021-06-04*,DAL,,LAC,L,7,0,15,3,8,.375,2,6,.333,1,2,.500,0,2,.000,1,3,4,0,0,0,2,2,0.6,-13.2
1072,1072,932,Kentavious Caldwell-Pope,28-094,G,2021-05-23*,LAL,@,PHO,L,7,1,35,2,9,.222,1,2,.500,1,7,.143,2,2,1.000,0,2,2,2,1,0,0,3,3.3,-5.3
1073,1073,933,John Collins,23-268,F,2021-06-18*,ATL,,PHI,L,7,1,37,2,8,.250,2,5,.400,0,3,.000,3,3,1.000,1,9,10,0,0,0,2,2,2.8,-7.3
1074,1074,934,Mike Conley,33-234,G,2021-06-02*,UTA,,MEM,W,7,1,12,3,4,.750,2,3,.667,1,1,1.000,0,0,,0,0,0,2,0,0,0,0,6.8,7.9
