,Unnamed: 0,Rkr,Player,Age,Pos,Date,Tmr,Unnamed: 8,Opp,Unnamed: 10,PTS,GSr,MPr,FG,FGA,FG%,2Pr,2PA,2P%,3Pr,3PA,3P%,FTr,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PFr,GmSc,BPM
1759,1759,1592,Torrey Craig,30-185,G-F,2021-06-22*,PHO,,LAC,W,0,0,11,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,2,-1.5,-14.0
1760,1760,1593,Torrey Craig,30-189,G-F,2021-06-26*,PHO,@,LAC,W,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,-0.4,-69.5
1761,1761,1594,Torrey Craig,30-213,G-F,2021-07-20*,PHO,@,MIL,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-4.1
1762,1762,1595,Anthony Davis,28-084,F-C,2021-06-03*,LAL,,PHO,L,0,1,5,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,1.0,-0.2
1763,1763,1596,Dewayne Dedmon,31-290,C,2021-05-29*,MIA,,MIL,L,0,0,12,0,1,.000,0,1,.000,0,0,,0,0,,0,4,4,0,0,1,2,3,-2.0,-18.7
1764,1764,1597,Mamadi Diakite,24-123,F,2021-05-24*,MIL,,MIA,W,0,0,7,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,1,0,2,0.2,-7.9
1765,1765,1598,Mamadi Diakite,24-128,F,2021-05-29*,MIL,@,MIA,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.3
1766,1766,1599,Mamadi Diakite,24-137,F,2021-06-07*,MIL,@,BRK,L,0,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,2,-0.9,-18.7
1767,1767,1600,Mamadi Diakite,24-147,F,2021-06-17*,MIL,,BRK,W,0,0,4,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0.2,-5.0
1768,1768,1601,Mamadi Diakite,24-159,F,2021-06-29*,MIL,@,ATL,L,0,0,4,0,3,.000,0,2,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,1,-1.5,-24.5
1769,1769,1602,Donte DiVincenzo,24-116,G,2021-05-27*,MIL,@,MIA,W,0,1,9,0,4,.000,0,2,.000,0,2,.000,0,0,,0,2,2,0,0,0,0,0,-2.2,-18.7
1770,1770,1603,Jared Dudley,35-326,F-G,2021-06-01*,LAL,@,PHO,L,0,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-4.9
1771,1771,1604,Jared Dudley,35-328,F-G,2021-06-03*,LAL,,PHO,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-7.8
1772,1772,1605,Kris Dunn,27-073,G,2021-05-30*,ATL,,NYK,W,0,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,-0.4,-17.5
1773,1773,1606,Kris Dunn,27-103,G,2021-06-29*,ATL,,MIL,W,0,0,11,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,2,1,1,2,1,-0.4,-5.8
1774,1774,1607,Kris Dunn,27-105,G,2021-07-01*,ATL,@,MIL,L,0,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,1,0,2,3,-1.9,-18.9
1775,1775,1608,Kris Dunn,27-107,G,2021-07-03*,ATL,,MIL,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.1
1776,1776,1609,Carsen Edwards,23-079,G,2021-05-30*,BOS,,BRK,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-9.7
1777,1777,1610,CJ Elleby,20-342,F,2021-05-24*,POR,@,DEN,L,0,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-3.5
1778,1778,1611,CJ Elleby,20-347,F,2021-05-29*,POR,,DEN,W,0,0,4,0,1,.000,0,1,.000,0,0,,0,0,,1,2,3,1,0,0,1,0,0.3,-9.5
1779,1779,1612,Tacko Fall,25-171,C,2021-05-30*,BOS,,BRK,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,0.5
1780,1780,1613,Derrick Favors,29-330,F-C,2021-06-10*,UTA,,LAC,W,0,0,12,0,1,.000,0,1,.000,0,0,,0,2,.000,0,0,0,0,0,0,1,4,-4.1,-19.8
1781,1781,1614,Derrick Favors,29-336,F-C,2021-06-16*,UTA,,LAC,L,0,0,6,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,0,1,2,-0.5,-9.0
1782,1782,1615,Bruno Fernando,22-297,F,2021-06-08*,ATL,@,PHI,L,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-3.4
1783,1783,1616,Bruno Fernando,22-318,F,2021-06-29*,ATL,,MIL,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-4.8
1784,1784,1617,Bruno Fernando,22-320,F,2021-07-01*,ATL,@,MIL,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-7.3
1785,1785,1618,Bruno Fernando,22-322,F,2021-07-03*,ATL,,MIL,L,0,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,-0.7,-66.2
1786,1786,1619,Yogi Ferrell,28-019,G,2021-05-28*,LAC,@,DAL,W,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.4
1787,1787,1620,Yogi Ferrell,28-021,G,2021-05-30*,LAC,@,DAL,W,0,0,3,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0.3,-5.6
1788,1788,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1789,1789,1621,Yogi Ferrell,28-028,G,2021-06-06*,LAC,,DAL,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-8.1
1790,1790,1622,Yogi Ferrell,28-036,G,2021-06-14*,LAC,,UTA,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,-0.6
1791,1791,1623,Yogi Ferrell,28-040,G,2021-06-18*,LAC,,UTA,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-10.7
1792,1792,1624,Yogi Ferrell,28-046,G,2021-06-24*,LAC,,PHO,W,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-7.0
1793,1793,1625,Yogi Ferrell,28-052,G,2021-06-30*,LAC,,PHO,L,0,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0.0,-13.1
1794,1794,1626,Bryn Forbes,27-322,G,2021-06-10*,MIL,,BRK,W,0,0,15,0,4,.000,0,0,,0,4,.000,0,0,,0,2,2,0,0,1,0,2,-2.3,-10.6
1795,1795,1627,Bryn Forbes,27-331,G,2021-06-19*,MIL,@,BRK,W,0,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-8.9
1796,1796,1628,Bryn Forbes,27-353,G,2021-07-11*,MIL,,PHO,W,0,0,4,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,1,0,0,0,-0.4,-12.2
1797,1797,1629,Trent Forrest,22-355,G,2021-06-02*,UTA,,MEM,W,0,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,-0.7,-16.9
1798,1798,1630,Trent Forrest,23-002,G,2021-06-14*,UTA,@,LAC,L,0,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,-0.7,-45.1
1799,1799,1631,Trent Forrest,23-006,G,2021-06-18*,UTA,@,LAC,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.8
1800,1800,1632,Enes Freedom,29-007,C,2021-05-27*,POR,,DEN,L,0,0,6,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,-0.4,-17.3
1801,1801,1633,Enes Freedom,29-009,C,2021-05-29*,POR,,DEN,W,0,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,1.0,6.8
1802,1802,1634,Langston Galloway,29-182,G,2021-06-09*,PHO,,DEN,W,0,0,6,0,2,.000,0,2,.000,0,0,,0,0,,0,1,1,0,0,1,0,1,-0.8,-12.4
1803,1803,1635,Marc Gasol,36-125,C,2021-06-03*,LAL,,PHO,L,0,1,18,0,1,.000,0,1,.000,0,0,,0,0,,0,3,3,7,0,1,0,4,4.2,8.0
1804,1804,1636,Harry Giles,23-032,F-C,2021-05-24*,POR,@,DEN,L,0,0,4,0,1,.000,0,1,.000,0,0,,0,0,,2,1,3,0,0,0,3,0,-2.0,-49.8
1805,1805,1637,Anthony Gill,28-221,F,2021-05-26*,WAS,@,PHI,L,0,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,-0.4,-10.4
1806,1806,1638,Anthony Gill,28-224,F,2021-05-29*,WAS,,PHI,L,0,0,12,0,2,.000,0,1,.000,0,1,.000,0,0,,1,1,2,0,0,0,1,2,-2.2,-19.6
1807,1807,1639,Anthony Gill,28-226,F,2021-05-31*,WAS,,PHI,W,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,-0.4,-13.6
1808,1808,1640,Anthony Gill,28-228,F,2021-06-02*,WAS,@,PHI,L,0,0,11,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,2,4,-3.3,-20.2
1809,1809,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1810,1810,1641,Danny Green,33-354,G-F,2021-06-11*,PHI,@,ATL,W,0,1,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,-0.1,-8.2
1811,1811,1642,JaMychal Green,30-335,F,2021-05-22*,DEN,,POR,L,0,0,18,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,3,0,1,0,2,1.6,-2.8
1812,1812,1643,JaMychal Green,30-357,F,2021-06-13*,DEN,,PHO,L,0,0,6,0,1,.000,0,0,,0,1,.000,0,0,,0,3,3,0,0,0,0,0,0.2,-8.9
1813,1813,1644,Jeff Green,34-295,F,2021-06-19*,BRK,,MIL,L,0,0,13,0,0,,0,0,,0,0,,0,0,,1,0,1,1,0,0,0,3,0.2,-5.1
1814,1814,1645,Josh Green,20-195,G-F,2021-05-30*,DAL,,LAC,L,0,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.8
1815,1815,1646,James Harden,31-283,G,2021-06-05*,BRK,,MIL,W,0,1,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,-1.8
1816,1816,1647,Montrezl Harrell,27-124,F-C,2021-05-30*,LAL,,PHO,L,0,0,5,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0.6,-3.9
1817,1817,1648,Shaquille Harrison,27-233,G,2021-05-27*,DEN,@,POR,W,0,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,2,1,1,0.0,2.8
1818,1818,1649,Shaquille Harrison,27-240,G,2021-06-03*,DEN,@,POR,W,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.1
1819,1819,1650,Shaquille Harrison,27-246,G,2021-06-09*,DEN,@,PHO,L,0,0,6,0,0,,0,0,,0,0,,0,0,,0,3,3,3,1,1,1,2,2.9,17.9
1820,1820,1651,Shaquille Harrison,27-248,G,2021-06-11*,DEN,,PHO,L,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.2
1821,1821,1652,Shaquille Harrison,27-250,G,2021-06-13*,DEN,,PHO,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.3
1822,1822,1653,George Hill,35-033,G,2021-06-06*,PHI,,ATL,L,0,0,11,0,2,.000,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,1,1,-2.1,-17.6
1823,1823,1654,Solomon Hill,30-071,F,2021-05-28*,ATL,,NYK,W,0,0,5,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,1,-0.8,-16.6
1824,1824,1655,Solomon Hill,30-076,F,2021-06-02*,ATL,@,NYK,W,0,0,7,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,0,-0.4,-9.0
1825,1825,1656,Solomon Hill,30-082,F,2021-06-08*,ATL,@,PHI,L,0,1,8,0,2,.000,0,0,,0,2,.000,0,0,,0,2,2,0,0,0,0,0,-0.8,-12.3
1826,1826,1657,Solomon Hill,30-092,F,2021-06-18*,ATL,,PHI,L,0,0,8,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,2,0.2,-4.8
1827,1827,1658,Solomon Hill,30-094,F,2021-06-20*,ATL,@,PHI,W,0,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-2.5
1828,1828,1659,Solomon Hill,30-101,F,2021-06-27*,ATL,,MIL,L,0,0,15,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,3,-0.6,-9.2
1829,1829,1660,Solomon Hill,30-105,F,2021-07-01*,ATL,@,MIL,L,0,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,-0.7,-47.8
1830,1830,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1831,1831,1661,Solomon Hill,30-107,F,2021-07-03*,ATL,,MIL,L,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.3
1832,1832,1662,Rondae Hollis-Jefferson,26-144,F,2021-05-27*,POR,,DEN,L,0,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-8.7
1833,1833,1663,Dwight Howard,35-180,C,2021-06-06*,PHI,,ATL,L,0,0,8,0,1,.000,0,1,.000,0,0,,0,0,,1,3,4,0,1,0,2,2,-0.9,-15.9
1834,1834,1664,Dwight Howard,35-190,C,2021-06-16*,PHI,,ATL,L,0,0,9,0,2,.000,0,2,.000,0,0,,0,0,,2,6,8,0,0,0,2,3,-1.4,-24.4
1835,1835,1665,Dwight Howard,35-194,C,2021-06-20*,PHI,,ATL,L,0,0,7,0,2,.000,0,2,.000,0,0,,0,0,,1,2,3,0,0,1,1,3,-1.6,-21.3
1836,1836,1666,Markus Howard,22-092,G,2021-06-03*,DEN,@,POR,W,0,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0.7,0.5
1837,1837,1667,Markus Howard,22-100,G,2021-06-11*,DEN,,PHO,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-7.5
1838,1838,1668,Kevin Huerter,22-293,G,2021-06-16*,ATL,@,PHI,W,0,1,27,0,7,.000,0,3,.000,0,4,.000,0,0,,0,2,2,1,0,1,1,4,-5.5,-15.5
1839,1839,1669,Joe Ingles,33-243,F-G,2021-06-02*,UTA,,MEM,W,0,0,28,0,5,.000,0,1,.000,0,4,.000,0,0,,0,4,4,4,1,0,0,2,0.7,-9.6
1840,1840,1670,Justin Jackson,26-062,G-F,2021-05-29*,MIL,@,MIA,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.4
1841,1841,1671,Justin Jackson,26-077,G-F,2021-06-13*,MIL,,BRK,W,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.5
1842,1842,1672,Justin Jackson,26-081,G-F,2021-06-17*,MIL,,BRK,W,0,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-4.6
1843,1843,1673,Justin Jackson,26-089,G-F,2021-06-25*,MIL,,ATL,W,0,0,3,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,1,0,-2.1,-43.5
1844,1844,1674,Mike James,30-285,G,2021-05-30*,BRK,@,BOS,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-9.5
1845,1845,1675,Mike James,30-287,G,2021-06-01*,BRK,,BOS,W,0,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,-0.7,-56.3
1846,1846,1676,Mike James,30-301,G,2021-06-15*,BRK,,MIL,W,0,0,3,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,1,0,0,0,1,-0.1,-14.6
1847,1847,1677,Mike James,30-303,G,2021-06-17*,BRK,@,MIL,L,0,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-7.6
1848,1848,1678,Isaiah Joe,21-328,G,2021-05-26*,PHI,,WAS,W,0,0,3,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,1,0,0,0,1,-1.1,-28.9
1849,1849,1679,Isaiah Joe,21-331,G,2021-05-29*,PHI,@,WAS,W,0,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,-0.4,-8.6
1850,1850,1680,Isaiah Joe,21-335,G,2021-06-02*,PHI,,WAS,W,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.3
1851,1851,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1852,1852,1681,Alize Johnson,25-044,F,2021-06-05*,BRK,,MIL,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,-1.3
1853,1853,1682,Alize Johnson,25-052,F,2021-06-13*,BRK,@,MIL,L,0,0,4,0,0,,0,0,,0,0,,0,0,,1,3,4,0,0,0,1,0,0.6,-8.5
1854,1854,1683,Tyler Johnson,29-029,G,2021-06-05*,BRK,,MIL,W,0,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,-0.7,-33.0
1855,1855,1684,Tyler Johnson,29-041,G,2021-06-17*,BRK,@,MIL,L,0,0,5,0,1,.000,0,0,,0,1,.000,0,0,,1,1,2,2,1,0,0,0,2.7,23.0
1856,1856,1685,Tyus Jones,25-021,G,2021-05-31*,MEM,,UTA,L,0,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,-0.8,-20.1
1857,1857,1686,Frank Kaminsky,28-053,F-C,2021-05-27*,PHO,@,LAL,L,0,0,7,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,1,0,1,1,2,-1.8,-16.5
1858,1858,1687,Frank Kaminsky,28-056,F-C,2021-05-30*,PHO,@,LAL,W,0,0,7,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,1,0,1,3,-2.6,-26.9
1859,1859,1688,Frank Kaminsky,28-068,F-C,2021-06-11*,PHO,@,DEN,W,0,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,-0.7,-39.9
1860,1860,1689,Frank Kaminsky,28-093,F-C,2021-07-06*,PHO,,MIL,W,0,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-4.6
1861,1861,1690,Frank Kaminsky,28-095,F-C,2021-07-08*,PHO,,MIL,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.2
1862,1862,1691,Luke Kennard,24-340,G,2021-05-30*,LAC,@,DAL,W,0,0,4,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0.3,-2.8
1863,1863,1692,Luke Kennard,24-359,G,2021-06-18*,LAC,,UTA,W,0,0,9,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,2,-1.5,-20.9
1864,1864,1693,Luke Kennard,25-004,G,2021-06-28*,LAC,@,PHO,W,0,0,19,0,3,.000,0,1,.000,0,2,.000,0,0,,0,1,1,1,1,0,1,2,-1.9,-11.4
1865,1865,1694,Maxi Kleber,29-121,F,2021-05-30*,DAL,,LAC,L,0,1,32,0,3,.000,0,0,,0,3,.000,0,0,,0,5,5,2,1,0,0,4,0.2,-6.3
1866,1866,1695,Maxi Kleber,29-126,F,2021-06-04*,DAL,,LAC,L,0,0,21,0,4,.000,0,3,.000,0,1,.000,0,0,,1,2,3,0,0,0,0,0,-1.5,-12.3
1867,1867,1696,Maxi Kleber,29-128,F,2021-06-06*,DAL,@,LAC,L,0,0,9,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,1,0,0,1,-0.8,-11.2
1868,1868,1697,Nathan Knight,23-252,F-C,2021-05-30*,ATL,,NYK,W,0,0,3,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,-1.5,-37.1
1869,1869,1698,Nathan Knight,23-278,F-C,2021-06-25*,ATL,@,MIL,L,0,0,4,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,2,0,1,0.6,0.6
1870,1870,1699,Nathan Knight,23-284,F-C,2021-07-01*,ATL,@,MIL,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-7.7
1871,1871,1700,Nathan Knight,23-286,F-C,2021-07-03*,ATL,,MIL,L,0,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,-0.7,-65.4
1872,1872,1701,John Konchar,25-072,G,2021-06-02*,MEM,@,UTA,L,0,0,3,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,1,0,0,0.3,-2.6
1873,1873,1702,Furkan Korkmaz,23-303,G,2021-05-23*,PHI,,WAS,W,0,0,5,0,3,.000,0,0,,0,3,.000,0,0,,0,0,0,0,0,0,0,0,-2.1,-32.7
1874,1874,1703,Furkan Korkmaz,23-319,G,2021-06-08*,PHI,,ATL,W,0,0,6,0,3,.000,0,1,.000,0,2,.000,0,0,,0,0,0,0,1,1,0,1,-0.8,-13.9
1875,1875,1704,Luke Kornet,25-319,F,2021-05-30*,BOS,,BRK,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,0.4
1876,1876,1705,Kyle Kuzma,25-303,F,2021-05-23*,LAL,@,PHO,L,0,0,19,0,2,.000,0,1,.000,0,1,.000,0,0,,0,3,3,1,0,0,1,1,-1.2,-10.8
1877,1877,1706,T.J. Leaf,24-034,F,2021-06-03*,POR,,DEN,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.3
1878,1878,1707,Alex Len,27-349,C,2021-05-31*,WAS,,PHI,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,2,-0.1,2.2
1879,1879,1708,Alex Len,27-351,C,2021-06-02*,WAS,@,PHI,L,0,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0.3,-1.2
1880,1880,1709,Nassir Little,21-112,F,2021-06-03*,POR,,DEN,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.3
1881,1881,1710,Timothé Luwawu-Cabarrot,26-016,F,2021-05-25*,BRK,,BOS,W,0,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,1,-1.8,-29.5
1882,1882,1711,Timothé Luwawu-Cabarrot,26-021,F,2021-05-30*,BRK,@,BOS,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.7
1883,1883,1712,Timothé Luwawu-Cabarrot,26-023,F,2021-06-01*,BRK,,BOS,W,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-5.4
1884,1884,1713,Timothé Luwawu-Cabarrot,26-027,F,2021-06-05*,BRK,,MIL,W,0,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,-0.7,-33.1
1885,1885,1714,Terance Mann,24-216,G-F,2021-05-22*,LAC,,DAL,L,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-10.4
1886,1886,1715,Terance Mann,24-229,G-F,2021-06-04*,LAC,@,DAL,W,0,0,11,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,-0.4,-5.8
1887,1887,1716,Terance Mann,24-235,G-F,2021-06-10*,LAC,@,UTA,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-4.9
1888,1888,1717,Garrison Mathews,24-214,G,2021-05-26*,WAS,@,PHI,L,0,0,8,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,0,1,-1.5,-16.6
1889,1889,1718,Wesley Matthews,34-223,G,2021-05-25*,LAL,@,PHO,W,0,0,4,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,0,1,-1.5,-32.3
1890,1890,1719,Tyrese Maxey,20-216,G,2021-06-08*,PHI,,ATL,W,0,0,5,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,0,0.3,-10.9
1891,1891,1720,Tyrese Maxey,20-224,G,2021-06-16*,PHI,,ATL,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-7.0
1892,1892,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
1893,1893,1721,Skylar Mays,23-267,G,2021-05-30*,ATL,,NYK,W,0,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,-1.7,-35.7
1894,1894,1722,Skylar Mays,23-276,G,2021-06-08*,ATL,@,PHI,L,0,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.2
1895,1895,1723,Skylar Mays,23-279,G,2021-06-11*,ATL,,PHI,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.0
1896,1896,1724,Skylar Mays,23-301,G,2021-07-03*,ATL,,MIL,L,0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-9.1
1897,1897,1725,JaVale McGee,33-130,C,2021-05-29*,DEN,@,POR,L,0,0,7,0,3,.000,0,2,.000,0,1,.000,0,0,,0,4,4,0,1,2,0,2,0.7,-7.4
1898,1898,1726,JaVale McGee,33-133,C,2021-06-01*,DEN,,POR,W,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,-6.0
1899,1899,1727,Alfonzo McKinnie,28-257,F,2021-06-01*,LAL,@,PHO,L,0,0,11,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,-1.5,-12.8
